485,1573441809-10070,オリックス生命 令和元年度版,無配当 引受基準緩和型終身保険（低解約払戻金型）（2015）,終身保険 新RISE Support［ライズ・サポート］ 令和元年度版,「終身保険 新RISE Support［ライズ・サポート］」は、告知項目を4つに限定し、引受基準を緩和した終身保険です。一生涯保障で、被保険者が死亡したときに死亡保険金が支払われますが、契約日から1年以内に死亡した場合は、保険金額の50％が支払われます（不慮の事故または感染症で死亡した場合は保険金額全額）。・保険料払込期間中の解約払戻金は抑制されています。・がん、急性心筋梗塞、脳卒中により所定の状態に該当した場合、以後の保険料の払い込みが免除される「特定疾病保険料払込免除特則」を適用することができます。,"無配当 引受基準緩和型終身保険（低解約払戻金型）（2015）・30歳契約／男性／保険期間・保険料払込期間：終身／特定疾病保険料払込免除特則適用なし・●・保険金額・200万円・○・保険料（口座振替払・月払）  ・3,934円",リビング・ニーズ特約
486,1573441884-10104,朝日生命 令和元年度版,無配当７大疾病保険(返戻金なし型)Ｓ,スマイルセブンSuper 令和元年度版,スマイルセブンSuperは、がん（悪性新生物・上皮内新生物）および６大疾病（急性心筋梗塞・拡張型心筋症、脳卒中・脳動脈瘤、慢性腎不全、肝硬変、糖尿病、高血圧性疾患）による所定の状態を保障します。・支払限度は回数無制限です。ただし、がんによる７大疾病一時金、６大疾病による７大疾病一時金それぞれについて１年に１回を限度とします。・保険料払込免除特則を適用することで、悪性新生物および６大疾病により所定の状態に該当した場合、保険料の払込みを免除します。,"無配当７大疾病保険（返戻金なし型）Ｓ・30歳契約／男性／一生涯保障タイプ・● ７大疾病基準金額・100万円・● ６大疾病の給付割合・50％・● 保険料払込免除特則・適用・○ 保険料（月払口座） ・2,570円",無配当先進医療特約（返戻金なし型）Ｓ/無配当がん治療特約（返戻金なし型）Ｓ/無配当７大疾病初回一時金特約(返戻金なし型)Ｓ/指定代理請求特約（2016）S
487,1573441670-10008,ソニー生命 令和元年度版,特殊養老保険（無配当）,特殊養老保険（無配当） 令和元年度版,「特殊老保険(無配当)」は、保険期間のうち前半は契約時に定めた基本保険金額のまま推移し、後半は保険金額が基本保険金額の2倍に達するまで毎年増加する養老保険です。保険期間中に死亡・高度障害状態になった場合に、死亡保険金・高度障害保険金が支払われます。・被保険者が不慮の事故により180日以内に所定の身体障害の状態になったときは、以後の保険料の払込が免除されます。・基本保険金額が250万円以上の場合、高額割引制度が適用されます。・所定の要件を満たしていれば、保険期間を60歳から65歳満期へ、または65歳満期から70歳満期へ延長することができます。,"特殊養老保険（無配当）・35歳／男性／60歳満期・●・基本保険金額・500万円・○・保険料（月払口座）  ・33,405円",平準定期保険特約（無配当）/平準定期保険特約（喫煙リスク区分型）（無配当）/無解約返戻金型平準定期保険特約（無配当）/逓減定期保険特約（無配当）/家族収入特約（定額型）（無配当）/災害死亡給付特約（無配当）/傷害特約（無配当）/生前給付定期保険特約（無配当）/がん特約（無配当）/リビング・ニーズ特約（04）/買増権保証特約（92）（無配当）/5年ごと利差配当付年金支払特約
488,1573441294-9841,富国生命 令和元年度版,5年ごと配当付学資保険,みらいのつばさ 令和元年度版,「みらいのつばさ」は、子どもの進学時期に合わせて祝金を受け取ることができる学資保険です。・入園、入学、成人などの節目ごとに祝金が支払われるS（ステップ）型と、大学進学時期（18歳時）にまとめて祝金が支払われるJ（ジャンプ）型があります。・保険料払込期間は11歳、14歳、17歳の中から選択することができます。・こども進学保険・学資保険など、所定の保険種類に被保険者の兄弟姉妹が加入していて、かつ、契約者が同一の場合に、新規加入の学資保険の保険料を割り引く「兄弟割引」があります。・子どもの病気、けがに備えて医療保険(16)をパックすることができます。・出生予定日の140日前から加入できます。,"5年ごと配当付学資保険 S（ステップ）型・30歳契約／男性／被保険者0歳／17歳払込満了・●・満期保険金額・100万円・○・保険料（月払口座）  ・10,170円",
489,1573441066-9742,明治安田生命 令和元年度版,５年ごと利差配当付個人年金保険（2011）,虹色きっぷ／かんたん未来計画 令和元年度版,「虹色きっぷ／かんたん未来計画」は、保険料払込期間の死亡保障を抑え、年金受取額を充実させた「生存保障重視型」の定額個人年金保険です。保険料払込期間は20年～40年で自由に設定でき、保険料払込期間満了後、年金が開始するまでの据置期間も0年～5年で自由に設定できます（保険料払込期間5年の場合、据置期間は5年以上必要です）。ただし、市場金利情勢によっては取り扱わない払込期間・据置期間があります。・契約日に基本年金年額、解約返戻金が確定します。・年金開始日に、年金での受け取り（第1回の年金を含みます）にかえて、年金支払期間中の未払年金の現価（年金原資と同額）を一括で受け取ることもできます。・個人年金保険料税制適格特約を付加した場合は、「個人年金保険料控除」を受けることができます。・取扱金融機関により、販売名称が異なります。,年金の種類・年金のタイプ・年金期間・保証期間・年金開始年齢・確定年金・定額型・5・10年・―・20歳～80歳,年金支払特約/後継年金受取人指定特約/個人年金保険料税制適格特約
490,1573441147-9777,大樹生命 令和元年度版,無配当保障セレクト保険,大樹セレクト メディカルＶ 令和元年度版,「大樹セレクト メディカルＶ」は、特約を保障内容に応じて区分けした「死亡保障セレクト」「生前給付保障セレクト」「介護保障セレクト」「医療保障セレクト」の４つのセレクトのうち、「医療保障セレクトのみ」で構成され、かつ総合医療特約が付加された大樹セレクトです。女性向けの「大樹セレクト メディカルジェンヌ」、子供向けの「大樹セレクト メディカルＫＩＤＳ」もあります。・セレクト見直し制度により、契約後の状況変化に応じた保障内容の見直しが可能です。・保険料割引の仕組みを備えています（リレー割引）。・積立保険特約の持つ保険料調整機能を利用できます。,"無配当保障セレクト保険・50歳契約／男性・●・総合医療特約016（終身型終身払）・日額5,000円・●・入院一時給付特約016（終身型終身払）・10万円・●・先進医療サポート特約016（終身型終身払）・付加・●・保険料払込免除特約016（楽々名人）・付加・○・保険料（月払口座）・9,438円",総合医療特約016/災害入院特約016/入院一時給付特約016/生活習慣病医療特約016/先進医療サポート特約016/継続治療後収入サポート特約019（くらしエール）/ガン医療特約016/ガン治療サポート特約016/女性疾病医療特約016/特定臓器治療特約016（護臓ろっぷ）/特定損傷特約016〔Beat（ビート）〕/積立保険特約016/指定代理請求特約/保険料払込免除特約016（楽々名人）
491,1573440813-9630,メットライフ生命 令和元年度版,積立利率変動型養老保険（貯蓄重視型 米国通貨建）,ドル建ＩＳ養老保険 令和元年度版,「ドル建ＩＳ養老保険」はUSドル建ての養老保険で、積立利率年3％を最低保証し、運用実績により積立金が基本保険金額（最低保証の保険金額）を上回ったときは保険金額が増加します。積立利率は毎月見直されます。・円入金特約が付加できるため、保険料は日本円での払い込みもできます。,積立利率変動型養老保険（貯蓄重視型 米国通貨建）・40歳契約／男性／60歳満了（全期払）・●・基本保険金額・10万USドル・○・保険料（月払口座）  ・376.50USドル,定期保険特約（無解約返戻金型 米ドル建）/リビング・ニーズ特約/給付金代理請求特約/特定障害不担保特約/円入金特約/円支払特約/年金支払特約/特別条件特約
492,1573441087-9751,明治安田生命 令和元年度版,5年ごと利差配当付一時払特別養老保険（指定通貨建）,米ドル建・一時払養老保険 令和元年度版,「米ドル建・一時払養老保険」は、米ドル建ての保険期間10年の養老保険です。・保険期間中の死亡保険金額を基本保険金額にまで抑えることで、満期保険金額を大きくしています。・被保険者が死亡した場合は死亡保険金が支払われ、災害により死亡した場合は災害死亡保険金が支払われます。・満期保険金、災害死亡保険金、死亡保険金、解約時の返戻金等は米ドルでの受取りとなります（円での受取りも可能です）。,保険金・給付金名・支払事由・支払割合・満期保険金・被保険者が保険期間満了時に生存しているとき・満期保険金額・災害死亡保険金・被保険者が不慮の事故により、その事故の日から180日以内に死亡したとき・満期保険金額と同額・被保険者が特定感染症により死亡したとき・死亡保険金・被保険者が保険期間中に死亡した場合で、かつ、災害死亡保険金が支払われないとき・基本保険金額,円入金特約/円支払特約
493,1573441413-9892,チューリッヒ生命 令和元年度版,無解約払戻金型終身医療保険（Z02）,終身医療保険プレミアムDX（ディーエックス） 令和元年度版,「終身医療保険プレミアムDX」は、病気やケガをしたときの医療保障だけでなく、精神疾患を含むストレス性疾病や所定の病気、ケガにより働けなくなったときの生活保障として、最長10年間年金が支払われることが可能な終身医療保険です。・オプションにより、ストレス性疾病や所定の病気、ケガによる就業不能が保障されます。・豊富な選択肢からニーズに合った保障を自由に組合せることができます。・短期入院から長期入院までニーズに合わせた入院保障を選択できます。・オプションにより、7大疾病およびストレス性疾病の長期入院に対応できます。,"無解約払戻金型終身医療保険（Z02）・30歳契約／男性／終身払／スタンダードプラン・●・入院給付金・日額10,000円（60日型）・●・手術特約（Z02）・Ⅰ型・●・入院一時金特約・10万円・●・先進医療特約（Z03）・付加・●・3大疾病保険料払込免除特約・付加・●・７大疾病延長入院特約・付加・●・ストレス性疾病延長入院特約（Z02）・付加・○・保険料（月払口座振替）・4,167円",入院一時金特約/手術特約（Ｚ０２）/先進医療特約（Ｚ０３）/７大疾病延長入院特約／ストレス性疾病延長入院特約（Ｚ０２）/女性特定疾病入院特約 （Ｚ０２）/退院後通院特約（Ｚ０２）/入院給付金免責日数60日特約/３大疾病診断給付金特約/ストレス性疾病保障付就業不能保障特約 （Ｚ０２）/終身保険特約（Ｚ０２）/３大疾病保険料払込免除特約/リビング・ニーズ特約
494,1573441890-10107,朝日生命 令和元年度版,5年ごと利差配当付普通定期保険,プレステージ 令和元年度版,「プレステージ」は、保険期間が長期の定期保険で、死亡・高度障害状態になった場合に死亡・高度障害保険金が支払われます。・契約日が平成27年10月2日以降の契約について、「契約者貸付制度」を利用できますので、緊急の資金ニーズに対応できます。,"5年ごと利差配当付普通定期保険		・40歳契約／男性／95歳満了		・●・死亡保険金額・1億円・○・年払保険料  ・2,330,400円",無配当災害割増特約/無配当傷害特約/無配当特定損傷特約（ゴーイング）/無配当災害入院特約/無配当手術給付金付疾病入院特約/無配当成人病入院特約/無配当新女性医療特約（ベガ）/無配当入院初期給付特約/指定代理請求特約（2016）
495,1573440818-9632,みどり生命 令和元年度版,無選択型生存保険金付定期保険,はなみずきⅡ 令和元年度版,病気・けがによる死亡を保障する保険期間10年の定期保険です。・保険期間満了時まで生存したときには生存保険金が支払われます。・申込に際して医師の診査や告知書の提出は不要です。・死亡の原因や時期により、支払われる金額が異なります。,"はなみずきⅡ・50歳契約／男性／保険期間・保険料払込期間：10年・●・基本保険金額・407,800円・○・月払保険料・1,500円",
496,1573441074-9746,明治安田生命 令和元年度版,5年ごと配当付終身医療保険（解約返戻金抑制型）,50歳からの終身医療保険 令和元年度版,「50歳からの終身医療保険」は、一生涯にわたって入院・手術などの医療保障を準備できる保険です。・            ・ずっと変わらない保険料で一生涯の医療保障を準備できます。・受け取りがわかりやすい、シンプルで幅広な定額一時金給付タイプの保険です。・保険料を前納すると、専用の前納割引率が適用され払込保険料の総額が軽減されます。,"5年ごと配当付終身医療保険（解約返戻金抑制型）・50歳契約／男性・●・基準給付金額10万円・●・先進医療保障特約付加・○・保険料（月掛・口座振替料率）7,411円（契約後10年間）",先進医療保障特約/代理請求特約
497,1573441479-9922,第一フロンティア生命 令和元年度版,積立利率変動型定額部分付変額終身保険（15）,ダブル・フロンティア終身（円建） 令和元年度版,「ダブル・フロンティア終身（円建）」は、責任開始日における積立利率を適用する定額部分と資産を特別勘定で運用する運用実績連動部分からなる第１保険期間と、積立利率を定期的に見直し最低保証積立利率を上回る場合には基本保険金額の増額を行う第２保険期間に区分するしくみの保険料一時払方式の変額終身保険です。,保険金・給付金名・支払事由・支払額・死亡保険金・被保険者が第１保険期間中に死亡したとき・被保険者が死亡した日末のつぎのいずれか大きい額・基本保険金額・積立金額・解約返還金額・被保険者が第２保険期間中に死亡したとき・被保険者が死亡した日末のつぎのいずれか大きい額・基本保険金額・解約返還金額,死亡給付金等の年金払特約/年金支払移行特約/目標値到達時定額終身保険移行特約
498,1573441715-10028,住友生命 令和元年度版,低解約返戻金型無配当特別終身保険,ふるはーとＦ 令和元年度版,「ふるはーとＦ」は、金融機関窓口販売用の低解約返戻金型の終身保険です。・第１保険期間（５年または10年）の死亡保険金額を既払保険料相当額に抑えて、将来の死亡保険金額を重視した保険です。・保険料払込期間中の解約返戻金額を、低く設定しない場合の７割に設定することで、保険料を抑えています。・医師の診査は不要です。,"低解約返戻金型無配当特別終身保険・40歳契約／男性／保険期間：終身／第1保険期間：10年／保険料払込期間：20年・●・基本保険金額  ・832.86万円・○・保険料（月払口座）・30,000円",年金支払特約Ⅰ型/年金支払移行特約
499,1573441423-9897,太陽生命 令和元年度版,無配当無選択型医療保険（無解約払戻金型）（13）,太陽生命のやさしい保険 令和元年度版,"「太陽生命のやさしい保険」は、過去に入院や手術の経験があったり現在服薬中であっても、医師の診査や健康状態等の告知なしで加入できる無選択型の医療保険（無解約払戻金型）です。・ この保険は、無選択で加入できますが、疾病については90日間の待期間があります。・希望により2つのプランから選択できます。・1.・「医療集中プラン」：入院・手術・放射線治療に備えるタイプ・2.・「基本プラン」：医療集中プランに加え満期や死亡保障があるタイプ・1日以上入院したとき、入院1日目から入院給付金が支払われます。１入院の支払限度は60日、通算支払限度は1,095日です。「がん」による入院の場合は日数無制限で保障します。・手術や放射線治療は公的医療保険制度に連動し、骨髄ドナーによる骨髄提供も対象とします。1,000種類以上の手術・放射線治療を保障します。・疾病による入院・手術・放射線治療は契約日から90日間の待期間があります。・基本プランの場合、不慮の事故や所定の感染症で死亡したときは災害死亡保険金が、所定の感染症以外の病気により死亡したときは死亡給付金が支払われます。また、保険期間満了時に生存しているときは、満期祝金が支払われます。・保険期間満了時には、更新することができます（85歳まで更新可能）。","無配当無選択型医療保険（無解約払戻金型）（13） （基本プラン）・50歳契約／男性／10年満期・●・入院給付金・日額5,000円・●・満期祝金・50万円・○・保険料（月払口座）  ・10,075円",指定代理請求特約
500,1573441407-9890,チューリッヒ生命 令和元年度版,無解約払戻金型終身ガン治療保険（抗がん剤等保障）（Ｚ０２）,終身ガン治療保険プレミアムDX（ディーエックス） 令和元年度版,「終身ガン治療保険プレミアムＤＸ（ディーエックス）」は、抗がん剤・ホルモン剤治療および放射線治療に対する保障を主契約とし、その他のガンの治療や療養に対応した保障を特約として、さまざまなニーズに応じて自由な設計が可能な、保障が一生涯続くタイプのガン保険です。シンプルな主契約にプラスして選択できる特約は、ガンと診断されたときに受取れる給付金やガンの治療を直接の目的とした入院、手術、通院に対応する保障といった、一般的なガン保険で主流となっている保障に加え、さらに、緩和ケアやガンと診断された後のストレス性疾病をサポートする保障もあります。・ なお、「終身ガン治療保険プレミアムＤＸ（ディーエックス）」に３大疾病特約（Ｚ０２）を付加した商品は「３大疾病保険プレミアムＤＸ（ディーエックス）」となります。・ガン（悪性新生物・上皮内新生物）の治療を目的として所定の放射線治療を受けた場合、治療を受けた月ごとに放射線治療給付金が支払われます。・ガン（悪性新生物・上皮内新生物）の治療を目的とした通院または入院により公的医療保険制度の給付対象となる所定の抗がん剤またはホルモン剤の処方・投与を受けた場合、処方・投与を受けた月ごとに、抗がん剤・ホルモン剤治療給付金が支払われます。・ガン（悪性新生物・上皮内新生物）の治療を目的とした通院または入院により、欧米で承認された所定の抗がん剤またはホルモン剤の処方・投与を受けた場合、処方・投与を受けた月ごとに、自由診療抗がん剤・自由診療ホルモン剤治療給付金が支払われます（ただし、抗がん剤・ホルモン剤治療給付金が支払われる場合を除きます）。,"無解約払戻金型終身ガン治療保険（抗がん剤等保障）（Ｚ０２）・30歳契約・男性・保険期間／保険料払込期間：終身／悪性新生物保険料払込免除特約（Ｚ０２）付加・●・放射線治療給付金 月額・10万円・●・抗がん剤・ホルモン剤治療給付金 月額・10万円・●・自由診療抗がん剤・自由診療ホルモン剤治療給付金 月額  ・20万円・●・ガン先進医療給付金・2,000万円限度・●・ガン先進医療支援給付金・15万円・●・ガン診断給付金・100万円・●・悪性新生物保険料払込免除・付加・○・保険料（月払口座）  ・3,019円",終身保険特約（Ｚ０２）/ガン診断特約（Ｚ０２）/ガン入院特約（Ｚ０２）/ガン通院特約（Ｚ０２）/ガン手術特約（Ｚ０２）/ガン先進医療特約（Ｚ０４）/ガン緩和療養特約（Ｚ０２）/ガン診断後ストレス性疾病特約（Ｚ０２）/ガン長期入院時差額ベッド保障特約/悪性新生物保険料払込免除特約（Ｚ０２）/リビング・ニーズ特約/指定代理請求特約
501,1573441543-9952,第一生命 令和元年度版,女性特定治療保険（無解約返還金）（2018）,ジャスト レディエールモア 令和元年度版,「ジャスト レディエールモア」はジャストの保険契約のうち、単独加入可能商品と組み合わせることで選択できるプランです。・【女性専用】乳がん・乳房の上皮内がんによる手術や子宮・卵巣の手術などに備えることができます。,女性特定治療保険（無解約返還金）（2018）・30歳契約／女性／10年満期／充実割なし／保険料払込免除特約付加なし・●・基準給付金額・100万円・○・保険料（月払口座）  ・495円,保険料払込免除特約（2018）/指定代理請求特約
502,1573441136-9773,三井住友海上あいおい生命 令和元年度版,5年ごと利差配当付養老保険／養老保険,養老保険 令和元年度版,「養老保険」は、保険期間中に死亡または高度障害状態になったとき、死亡保険金または高度障害保険金が支払われ、満期を迎えたときに満期保険金が支払われます。・急に資金が必要になったときに、約款所定の範囲で契約者貸付制度が利用できます。,"5年ごと利差配当付養老保険・30歳契約／男性／保険期間・保険料払込期間30年・●・保険金額・1,000万円・○・保険料（月払口座振替扱）  ・31,980円",災害割増特約/新傷害特約/リビング・ニーズ特約/代理請求特約
503,1573441531-9946,第一生命 令和元年度版,生存保障重視型個人年金保険（2018）,とんちん年金『ながいき物語』 令和元年度版,「とんちん年金『ながいき物語』」は、契約時における所定の利率を全保険期間に適用し、契約時に受取年金額が確定する年金です。死亡保障を行わず、解約返還金を抑えた設計とすることで、老後に受け取る年金額が充実しています。・契約時に確定年金（５年、10年、15年）、または10年保証期間付終身年金より年金種類を選択できます。・所定の要件を満たした場合、「個人年金保険料控除」を受けることができます。,"生存保障重視型個人年金保険（2018）・50歳契約／男性／70歳年金支払開始／10年確定年金・●・年金額・77.09万円・○・保険料（月払口座）・30,000円",指定代理請求特約/個人年金保険料税制適格特約（Ｓ60）
504,1573441601-9977,損保ジャパン日本興亜ひまわり生命 令和元年度版,無配当低解約返戻金型終身保険,一生のお守り 令和元年度版,「一生のお守り」は、低解約返戻金型の終身保険で、保険料払込期間中の解約返戻金を無配当終身保険の70％とすることにより、保険料は無配当終身保険と比べ低廉です。また、「低解約返戻金期間」満了後の解約返戻金は、無配当終身保険と同水準になります。また、特約を付けることで、三大疾病で所定の状態になった場合には、以後の保険料の払込みが免除されます。,"30歳契約／男性／保険期間：終身／保険料払込期間：60歳・●・保険金額・500万円・○・保険料（月払口座）・12,215円",介護一時金特約/介護前払特約/リビング・ニーズ特約/指定代理請求特約/特定疾病診断保険料免除特約/年金移行特約/年金支払特約
505,1573441272-9832,フコクしんらい生命 令和元年度版,低解約返戻金型収入保障保険,守ってあげたいＦＳ 令和元年度版,「守ってあげたいＦＳ」は、保険期間中に被保険者が死亡または高度障害状態に該当した場合に遺族年金または高度障害年金を保険期間満了時まで毎月支払います。毎月年金を受け取る通常の受取方法のほか、「年金現価の一括受取」、「年金現価の一部一括受取」、「年金のすえ置受取」があり、家族の状況に応じて年金の受取方法を選択することができます。・低解約返戻金期間中の解約返戻金は、払込年月数および経過年月数により計算した額に低解約返戻金割合として70%を乗じた水準になっており、そのぶん保険料が割安となっています。・満期給付金支払特則を付加することで、満期時に満期給付金を受け取ることができます。・各種特約を付加することで死亡保障を充実させることができます。,"低解約返戻金型収入保障保険 最低支払保証期間5年 満期給付金支払特則付加・35歳契約／男性／保険期間60歳／保険料払込期間60歳・●・年金月額・20万円・●・満期給付金支払特則付加  ・満期給付倍率5倍・○・保険料（口座振替月払）・9,560円",災害割増特約/傷害特約/平準定期保険特約/特定疾病保障定期保険特約/がん保障定期保険特約/介護保障定期保険特約/リビング・ニーズ特約（2009）/指定代理請求特約
506,1573441351-9866,日本生命 令和元年度版,生存給付金付定期保険（有配当2012）,ニッセイみらいのカタチ（生存給付金付定期保険） 令和元年度版,「ニッセイみらいのカタチ（生存給付金付定期保険）」は、みらいのカタチの保険契約のうち生存給付金付定期保険のみを選択したプランで、死亡した場合に死亡保険金が受取れ、3年ごと、および満期時に生存給付金（お祝金）が受取れます。・3年ごとの生存給付金は自動的に据置かれ、据置かれた生存給付金には所定の利率により計算した利息がつきます。・据置かれた生存給付金は申出により引出すことができます。,"生存給付金付定期保険（有配当2012）・30歳契約／男性／更新：45歳／払込・更新満了：60歳／保険料払込免除特約未付加・●・生存給付金付定期保険・1,000万円・○・保険料（月払口座）  ・25,570円",リビング・ニーズ特約（2012）/保険料払込免除特約（2012）
507,1573440865-9652,アクサダイレクト生命 令和元年度版,がん保険（終身型）,アクサダイレクトのがん終身 令和元年度版,「アクサダイレクトのがん終身」は、インターネットで販売することで割安な保険料とした終身タイプのがん保険です。インターネットで申込みができ、引受できる場合は、申込日から保障が開始されます。・がん入院給付金に日数制限はありません。がん診断給付金は、保険期間を通算して1回のみの支払いとなっています。・上皮内がんを含むすべてのがんを保障します。・特約を付加することで、手術・抗がん剤・放射線の３大治療に幅広く備えることができます。・女性がん入院特約を付加することで、女性特有のがんによる入院に手厚く備えることができます。・保険期間を通じて解約返戻金はありません。,"がん保険（終身型）・30歳契約／男性／保険期間・保険料払込期間終身・●・がん入院給付金・日額10,000円・●・がん診断給付金・100万円・○・保険料（月払口座）  ・1,710円",がん手術給付特約（終身型）/がん退院療養特約（終身型）/がん先進医療特約/抗がん剤治療特約/がん無事故給付特約/女性がん入院特約
508,1573440917-9675,三井住友海上プライマリー生命 令和元年度版,通貨選択一般勘定移行型変額終身保険,ラップギフト 令和元年度版,「ラップギフト」は、豪ドルまたは米ドルから選択された外貨と特別勘定により、運用成果を追求する、外貨建て変額終身保険です。・外貨と特別勘定の運用によりインフレヘッジの効果が期待できます。・外貨は、豪ドル、米ドルいずれか一つを契約通貨として選択します。・三井住友信託銀行の助言に基づいて運用します。・目標値は、１１０％～２００％（１％単位で選択可能）の範囲で設定できます。・契約日から起算して１年経過以後、設定した目標金額以上となった場合（目標達成した場合）、運用成果を自動確保し、円建終身保障へ自動移行します。・移行日以後は、死亡保障が増加します（死亡保険金額が大きくなります）。以後の死亡保険金額が減ることはありません。・解約払戻金として、最低移行原資金額を最低保証します。,保険金・給付金名・支払事由・支払金額・死亡保険金・保険期間中に被保険者が死亡したとき・移行日前・：・被保険者が死亡した日における積立金額と最低死亡保障金額のいずれか大きい額。・振替日以後は、被保険者が死亡した日における積立金額・移行日以後・：・移行日前日における積立金額と最低移行原資金額のいずれか大きい額（目標達成した場合は、移行日における積立金額）に基づき、移行日における被保険者の年齢および性別に応じてその時点の基礎率等（予定利率、予定死亡率等）により計算した額・災害死亡保険金・振替日以後、移行日前までに被保険者が次のいずれかの理由で死亡したとき・①被保険者が振替日以後に発生した所定の不慮の事故を直接の原因として、その日から180日以内に死亡したとき・②被保険者が振替日以後に発病した所定の特定感染症を直接の原因として死亡したとき・被保険者が死亡した時点の積立金額の10％を死亡保険金に加算,円入金特約/外貨入金特約/円支払特約/遺族年金支払特約/年金移行特約/指定代理請求特約
509,1573441274-9833,フコクしんらい生命 令和元年度版,3年ごと利差配当付災害死亡給付金付個人年金保険,３年ごと利差配当付災害死亡給付金付個人年金保険 令和元年度版,「3年ごと利差配当付災害死亡給付金付個人年金保険」は、金融機関窓口販売商品として販売しています。・加入時に定めた年金額または一括受取額が支払われるので、計画的な資産形成に適しています。・年金は、年金支払期間中の年金額が基本年金額と同額の「定額型」で、支払期間5年または10年の中から選択できます。・年金支払開始日前に被保険者が死亡したときは死亡給付金が支払われます。被保険者が不慮の事故や所定の感染症で死亡したときは、死亡給付金の1.1倍の災害死亡給付金が支払われます。,"10年確定年金・保険料払込期間：35年／保険料（月払口座）：20,000円／男女共通・据置期間なし・年金年額847,460円・据置期間5年・年金年額852,520円・据置期間10年・年金年額858,000円",指定代理請求特約
510,1573441643-9995,ソニー生命 令和元年度版,生前給付定期保険（生活保障型／無配当）,生前給付定期保険（生活保障型／無配当） 令和元年度版,「生前給付定期保険（生活保障型）」は、三大疾病（がん・急性心筋梗塞・脳卒中）・死亡・高度障害の保障に、特定障害状態および所定の要介護状態の保障を加えた生前給付分野の総合保障商品です。また、特定障害状態を身体障害者手帳に、要介護状態を公的介護保険制度に連動させることにより、わかりやすい内容となっています。,"生前給付定期保険（生活保障型）・35歳契約・男性・保険期間：60歳・保険料払込期間60歳払込満了・●・保険金額・1,000万円・○・保険料（月払口座）  ・8,470円",リビング・ニーズ特約（04）/5年ごと利差配当付年金支払特約
511,1573441433-9901,大同生命 令和元年度版,無配当介護収入保障保険（無解約払戻金型）,収入リリーフ 令和元年度版,・・「収入リリーフ」は、被保険者が死亡・高度障がい状態または要介護状態となった場合に必要となる、以後の本人・家族の生活資金を合理的に保障する介護収入保障保険です。・支払事由はわかりやすい「公的連動」（公的介護保険制度の要介護認定に連動した保障）」と「会社所定の基準」のいずれかに該当した場合です。・保険期間満了まで各年金の支払事由に該当しなかった場合、健康祝金が支払われます。,"無配当介護収入保障保険（無解約払戻金型）・40歳契約／男性／保険期間・保険料払込期間：70歳満期・●・基準年金年額・180万円・○・保険料（団体月払） ・13,338円",指定代理請求特約
512,1573441197-9799,マニュライフ生命 令和元年度版,無配当終身保険II型（低解約返戻金特則付）,こだわり終身保険 v２（低解約返戻金型） 令和元年度版,「こだわり終身保険 v２（低解約返戻金型）」は、保険料払込期間（低解約返戻金期間）中の解約返戻金を抑えることにより、割安な保険料を実現しています。喫煙状況が会社所定の基準を満たした場合、割安なノンスモーカー料率の適用が受けられます。・「特定疾病保険料払込免除特則」を適用することにより、被保険者が特定疾病（ガン・急性心筋梗塞・脳卒中）により所定の状態に該当した場合、以後の保険料の払込が免除されます。・ライフスタイルに合わせて保険料払込期間が選べるようになっています。,"無配当終身保険II型（低解約返戻金特則付）・30歳契約／男性／保険期間：終身／60歳払込満了／特定疾病保険料払込免除特則：なし・●・保険金額・500万円・○・保険料（月払口座）・11,050円",リビング・ニーズ特約/指定代理請求特約/無配当新災害割増特約/無配当年金特約/無配当年金支払移行特約
513,1573441948-10133,アクサ生命 令和元年度版,低払いもどし金型定期保険,ＬＴＴＰ ＦａｉｒＷｉｎｄ（エルティーティーピーフェアウインド） 令和元年度版,"「ＬＴＴＰ ＦａｉｒＷｉｎｄ」は、98歳満了の定期保険で低払いもどし期間中の払いもどし金を通常の70％に設定し、従来の定期保険に比べて保険料を割安にしています。・一定の条件で契約者貸付や立て替え、払済保険への変更、死亡・高度障害保障に代えて全部または一部を年金受け取りに移行するなど、状況に応じてキャッシュバリューを活用することができます。・保険金額が3,000万円以上の契約には保険料の高額割引が適用されます。・非更新型家族収入特約など各種特約の付加が可能です。・法人で契約する際、一定の条件を満たした場合、保険料の1/2が損金算入となります。","低払いもどし金型定期保険・35歳契約／男性／98歳払込満了／65歳低払いもどし期間型・●・保険金額・1億円・○・保険料（年払）  ・1,881,500円",災害割増特約/傷害特約/リビング・ニーズ特約/指定代理請求特約/非更新型家族収入特約/生活障害保障型逓減定期保険特約
514,1573441467-9916,第一フロンティア生命 令和元年度版,積立利率変動型定額部分付変額終身保険（15）,安心２階建てＲ・終身（円建） 令和元年度版,「安心２階建てＲ・終身（円建）」は、責任開始日における積立利率を適用する定額部分と資産を特別勘定で運用する運用実績連動部分からなる第１保険期間と、積立利率を定期的に見直し最低保証積立利率を上回る場合には基本保険金額の増額を行う第２保険期間に区分するしくみの保険料一時払方式の変額終身保険です。,保険金・給付金名・支払事由・支払額・死亡保険金・被保険者が第１保険期間中に死亡したとき・被保険者が死亡した日末のつぎのいずれか大きい額・基本保険金額・積立金額・解約返還金額・被保険者が第２保険期間中に死亡したとき・被保険者が死亡した日末のつぎのいずれか大きい額・基本保険金額・解約返還金額,死亡給付金等の年金払特約/年金支払移行特約/目標値到達時定額終身保険移行特約
